sentence,predicted,truth
"How is this ""manufactured?"" He doesn't deny saying it.
What's manufactured is the establishment GOP outrage. They knew who he was, but they have been embracing backward rubes for so long, now, that the rubes have taken over.
Embrace him! Be proud of what he represents: Racism, women-as-property, and tax cuts for the rich!
Don't worry, Blues. Trump will be whipped by Clinton, but there will be more elections, and there's no shortage of angry old white blow-hards for candidates.",0,1
where was your faux outrage over bill clinton banging every slut he met? yea thats what i thought. another phony liberal.,0,1
Thank you Lisa and Dan. Trump is a bully.,0,1
"Poor Comcast and CenturyLink.  You snooze you lose, morons.  Do I like the idea of my tax dollars ""competing"" with private enterprise?  Damn straight when those enterprises are run by arrogant, tax-dodging, crappy-service-at-ridiculous-price-providing and, most importantly, government agency manipulating a'holes.
American corporations no longer compete if you mean working against each other to provide quality products and services at competitive prices.  What they're really competing for is top spot on the NYSE or NASDAQ and I'll bet most of them spend far less on real competition and far more on marketing, lawyers and lobbyists, all fighting to get legal advantages over each other and for the most psychologically manipulative advertising designed to sucker consumers into buying useless products at gold level prices.
If these businesses want to continue they'll compete with government but I'll bet they'll just file a lawsuit.",0,1
Some people can't look themselves in the mirror after voting for a rapist like Trump.,0,1
"You need to be reminded that when Monica met President Clinton for the first time, she, voluntarily, lifted up her skirt to show him her thong.  No force.
Yes, Bill Clinton was a pig.",0,1
So you have no problem with Trumps behavior. I'd love to see how you react when someone introduces himself by grabbing your genitals.,0,1
"Remember, denigrating Trump for acting selfishly, crudely, ignorantly, nationalistically and stupidly does nothing to change the minds, if such they have, of his supporters.  Exhibiting those traits is what ingratiates him to his constituency.  He is conservatism personified and he'll screw his supporters just as fast and hard as he's screwed everyone he's ever done business with or had a relationship with.",0,1
"Hilarious reading all of these comments from people who have never paid a tax to support our state government for their entire lives (unless you go back to 1980)!  These same people complain about the free thousand bucks we all received last week (thanks to oil) not being enough! ""Give me a thousand more bucks because I deserve it!""  What are we, a welfare state?  Socialists? ""No, we are an owner state.""  Whatever. 

Plain and simple, if you tax more of something, you will get less of it. Want less oil and fewer jobs? Tax oil more and see the results. We are already struggling because Alaska is such an expensive place to do business given our climate, lack of infrastructure, ENGOs, etc. Moriarty hits the nail on the head and reasonable people will appreciate her column. 

Meanwhile, these same people that complain about their money for nothing want to tax everyone but themselves in order to maintain our state services.  You can't fix stupid.",0,1
"HK:  Nice work, shoot the messenger, ignore the facts.  The dumb is strong within you.",0,1
"It is important to shoot the messenger.  That way our ignorance can continue.  Refute her facts if you can.  I know it is hard for many of these commenters to get off their righteous indignation high horses but try anyways, you might learn something.  Or you can keep shooting the messenger and make more inane comments.",0,1
"Politically speaking the most pathetic thing I've seen and heard in my lifetime are the excuses and reasons Trump fans give for their support. Those who think he's ""just what the country needs"" are beyond redemption. I have no respect for them and I'd like to tell them to go ""blank"" for having such a low opinion of my country that they'd support this ignorant, know-nothing bigot as its leader. And the ""Hillary is so awful"" gang have cornered the market on hypocrisy if they thing she's even remotely worse than Trump. 

Trump isn't the real story. The real story is that too many republicans for decades have been driven to a perpetual state of ignorant rage by a the steady diet of FOX ""news"" and hate-talk radio. We can never be a great counrty when 40% of our electorate is willing to support a man like Donald Trump.",0,1
Disgusting and hilarious as the true nature of the beast has revealed himself throughout his misbegotten career.,0,1
"What we have with Trump is a demonstrated lifetime of sleazy nasty sexist, self absorbed behavior. Trump is clearly absorbed with sexual conquest, wanted by his victims or not. He does not care. The Clintons are saints compared to this man While Bill has his sexual issues, Hillary is the candidate and she has stuck by her man, deserving or not. That used to be considered a virtue among Christians, you know marriage as a lifetime commitment. Apparently at least with some evangelicals, marriage is now a one way street with the man calmly all the shots, rotten nasty behavior or not. It is like a time zone, back to when women were considered property by rich powerful men.",0,1
"I like my representatives to be strong, not weak willed social justice caterers. I haven't really cared about Alaska politics besides voting for Big Government to keep their hands off of my weed, guess I'll be voting against both of these fools this time around.",0,1
Somehow that's different than having a intern (some ones daughter) under the Oval office table. Then have your wife try to ruin said intern. Nice double standard Steve! Hypocrite much?,0,1
"Clintons past with Monica was consentual, while not okay.

Trump is a admitted sex offender and it is not consentual.

Thanks for supporting Americas rape culture. NOT.",0,1
"Trump is currently on trial for the rape of a 13 year old.

We do not control the Syrian borders and after looking it appears the story you are talking about is typical Right Wing racist/xenophobic garbage.

The polygraph is not allowed in court and she attempted to get herself removed from the trail but the judge forced her to defend the man. She didn't want to.

Maybe you should be better at history and no believe everything your online echo chamber feeds back to you.

Also Bill and Hillary have never said Chelsea is a piece of ass and they would totally date her if she was not their daughter, but keep on how the Clintons are the messed up ones.",0,1
"""Do you think it has something to do with voters not giving a crap what happened 10 years ago... ?"" 

That must be why Trump fanatics are constantly bringing up what Bill Clinton did twenty something years ago, right?

Your argument is as weak as the average Trump fan's moral fortitude is.",0,1
"So are you for Trumps new slogan? Make America Grope Again?
And clearly, America's culture of rape is okay with you? 

Trump admits to sexual assaulting woman. 
I think that is pretty darn bad. 

And this isn't about the Clintons. Trump is the admitted sex offender.",0,1
"Trump is right--his Republican denouncers are self-righteous hypocrites.  They're pretending to moral sensitivity that they obviously lack. This of course includes the distinguished senators from our own dear state. 

It need not be pointed out that, when it comes to morals, Trump himself can't even find the ballpark.",0,1
"Gary your multiple postings reveal the continual pass you [and other democrats] usher to Hillary. 

""Today I want to send a message to every survivor of sexual assault,"" Clinton said. ""Don't let anyone silence your voice. You have the right to be heard. You have the right to be believed."" [Hillary Clinton, September 14, 2015]

Then the American people have the over whelming evidence of Hillary's hypocrisy in her personal character assignations and sexual harassment of Bill's some 30 women he victimized. And that does not account for Bills [sic] actions with under age females with his friend Epstein.

So I ask myself of the many faces of Hillary which is it democrats are desperately trying to defend. Hillary the sociopathic liar or Hillary the misogynist? And to answer my own question it appears to be both.

I remind you, I'm not voting for either Hillary or Trump...

And I didn't pull  'sociopathic liar'  out of thin air.

cont:",0,1
"Thanks for calling out the disgusting swine that call themselves our state politicians. To have ever been in the ring with this goon, a fellow that makes Don Young look like the pope, sides have been chosen: good and evil- our politicians are evil, but you already knew that.",0,1
"It's funny that you say that I'm a tough guy who hides behind an alias. I'm sure if I looked up ""B Elmore"" in the phone book, I'd find out exactly who you are..

You sir, are the funny one. You can't even hold a position. So I say again- you, Princess Elmore, who lives in a shack built with mommy and daddy's money, have no balls.",0,1
"I can't wait for a panel of women to post a political ad announcing that they were raped by tRump.  The American people don't even know half of the battery and rapes that tRump has committed.  He's like a damn juvenile say, ""Bill Clinton said far worse.""  Saying and doing is two different things.  tRump even licks his lips when he's taking about his daughter, Ivanka.",0,1
"""I'm living just fine but I want don't want to just ""live within my means"".""

You either live within your means, or you live like the politicians who've put Alaska into a fiscal crises, and yes I have come out with a position. My position is a state employee who whines about living paycheck to paycheck needs help learning how to balance a budget and live within their means, and you would already know that if you had any reading comprehension skills at all because I must have said it a half dozen times now. Please, GB, try and keep up.

My ""Mommy and Daddy"" died in a plane crash when I was five years old so I don't know where you're trying to go with that. I didn't have much growing up, and everything I have now I've worked very hard for. 

Regardless, once again, GB, you're off topic, and losers that hide behind aliases do not have the right to talk about my balls. Plus you're really starting to creep me out with your fixation on my testicles.",0,1
"I don't think he came across as a leader so much as a bully, constantly interrupting and talking over Clinton. I suspect that a lot of people, especially many women - many of whom are, sadly, accustomed to being talked-over by a man - will see in Trump a type they know all too well: the loudmouth who keeps butting in. Imagine how that would look at a G7 leaders' summit.",0,1
"One candidate came across as an adult, and the other was pathetically juvenile.",0,1
"For what Trump has done to fire up the racist cretins in this country he deserves nothing less than having an anvil dropped on his head looney tune style--only with real world consequences. I truly wish the guy had a molecule of shame since it might make him predisposed to suicide but shame requires a conscience so no luck there.

But as for what he has done for the Republican party--really what they've done to themselves in their own infinite stupidity--it is truly beautiful to behold.

I cannot tell you how giddy I get thinking of evangelicals on election day, either not voting or pulling the lever for Donald Trump. This too is supremely beautiful in its irony.",0,1
"That debate was so great!   It is completely incomprehensible to me, unfathomable, mystifying, unimaginable, inconceivable, unbelievable that anyone could ever, ever vote for Donald Trump. He is an amazingly narcissistic imbecile who possesses zero character, intelligence, talent, skill, or knowledge. It is depressing, disheartening,  disturbing, and horrifying that so much of the population does support him.   I don't think I will ever be able to look at another Trump supporter without laughing.  ""Unfit"" doesn't come close to describing his shortcomings.   The wheat and the tares it is, the wheat and the tares . . .",0,1
"I guess if Jesse Lehrich would have said, ""Hey, @realDonaldTrump - regarding your claim that Captain Khan would be alive if you were president: go ""grab [yourself] by the pussy"", it would have been OK. Locker room banter, right? After all, 59 year old boys will be 59 year old boys.",0,1
"your first sentence is what this is all about...you say Republicans are shocked by his words of decades ago caught on a hot mike? Well, of course, they are...silly. The GOP is part of the establishment...they are in bed with the Democrats in DC...they are no different than any of the people who stand to lose a whole lot when Trump wins. Of course they are gleefully joining the MSM, led by CNN, in calling for him to step down! ? Idiots are so panicky now, you can taste the fear in the air.",0,1
"You can always tell a WAPO story. Rather than sounding like a news article is it sounds like a dime novel. 

The dirty filthy Jaba the Trump raised his slime covered lazer to slay sweet Princess Hillary but using only the power of her great mind the delicate princess bent the beam and it hit the filth cover Republican guard instead saving to world with just a bat of her beautiful eye lashes. 

Donald is a pig, that has been known almost as long as the fact that Hillary every bit as bad and more.",0,1
"your stupidity has no limit, there is NO SUCH THING as fair share period, ,, climate change is being used as a scam hoax for tax increases pally,, you are one of the greatest ignorant sheep in this country with that blather you post. ,, for the sake of succeeding generations, we have to deprogram idiots like you, here to start you off, proof that carbon is not causing temps to change
https://www.youtube.com/watch?v=bi2QKY3zW8Q",0,1
I think it is time for the West to be heard. I am so tired of some piece of crap telling the West what it must do and what it must pay.,0,1
"There you go, Alaska GOP, Trump just called your two Senators ""self-righteous hypocrites."" If you voted for Sullivan or Murkowski in good faith, you have no business voting for Trump. 

Go mark the ballot. Don't fill in the oval next to the <insert tiring list of hideous, accurate adjectives> Donald.",0,1
"Les Gara and Dems have brought many important amendments to the floor, some that would have prevented this budget 'crisis' and they were completely ignored, shot down unanimously by the Republican majority that feels very safe to behave like fascists for some reason.

The reason they feel safe to act that way is they assume that Alaskan voters are idiots who will vote for Republicans blindly without doing any research whatsoever.  

If I were a Republican, I would be embarassed and angry that my 'leaders' think I am a moronic sheep and would do everything I could to expose the corrupt posers that are infecting my party.

I certainly would not continue to defend and vote for Republicans simply because my ego will not allow me to examine my beliefs and admit I might have been wrong.",0,1
"your post is a load of bull poop...the Alberta oil patch players have already instituted sequestration of carbon emissions and are working with the Province on an acceptable Carbon tax...what they object to is being overridden by a Federal authority whose sole intent is to generate revenue without calling it a ""tax"" on the people...Trudeau camouflaged it by calling it a ""price"" on carbon which is a load of hooey",0,1
Bob..cut the crap and get to the point..the campaign is over the Liberals used negative campaigning as much or even more than the Conservatives in order to achieve their mandate....comment on the issues at hand instead of smokescreening to justify a very shaky issue and one which was not on Junior's campaign menu,0,1
"A danger to the white, racist republic anyhow. By the way, spewing debunked lies repeatedly doesn't make it truth somehow. At least to those of us who choose to live in actual reality.",0,1
"If nothing else the hypocrisy of Hillary was brought front and center last night.  It truly is amazing that this woman is being considered for President, even more amazing than the Trumpster being considered.  Never has the 'lesser of two evils' applied more than in this election.  Never before in the campaigning for President has the Republican candidate lower themselves to the sewer than is common for the Democratic party.  Fight fire with fire, facts and truth mixed with half fact and half truth with some outright lies tossed into the mix.  Hilliary's  lies put the country and risk and has led to dead Americans.  The Trumpser's lies have elevated his ego and bank accounts.  Hillary's ideology is dangerous and has failed.  The Trumpster's stubbornness just might actually get something done.",0,1
"You are hateful, racist, and rude.",0,1
"Nobody said they hate old white men, but honestly Corbeil, we are waiting patiently for the racist ones to die off.",0,1
She has threatened and intimidated women who were raped by Bill to keep their mouths shut. Don't call something a lie when it's a known fact.,0,1
"There are no private conversations for somebody running for president. Mitt Romney was accountable for his ""47 percent"" comment and Hillary Clinton is accountable for what she said. Nobody gets to decide what the public has a right to care about but them.

Personally, here's what I think she should have said last night: ""Anybody in a position of leadership in government is going to have both public and private positions. It is inevitable. Responsible leadership means having the ability to discern between personal opinions and public responsibilities in order to arrive at responsible decisions. Any politician who'd tell you otherwise is either a liar or a fool.""",0,1
"Trump got 40 minutes of microphone time; Hillary got 39. He got more time than she did but he is still crying over being moderated, just like a loser.",0,1
"Read all the comments below. A real microcosm of our nation. God I pray Alaska isn't one of the ""moron states"" that go for Trump. History will ensure folks who supported the misogynist, racist, bigot Trump are going to wear that dubious badge for quite some time.",0,1
"In future elections, Catholics need to distance themselves as quickly as possible from the ""Breitbart"" base of the Republican party that gave us Trump as a candidate. They are toxic. Trump's supporters are so vile that the only thing they accomplished is to guarantee that Hillary Clinton will be our next president. That is what happens when you make a bargain with the devil. Evangelicals who continue to support Trump have no moral integrity. Mike Pence is an absolute hypocrite. Thank goodness for Paul Ryan, Jeb Bush and other principled Republicans. Elections don't have to be this way. Bernie Sanders is a great example of how a respected rival can push a candidate to moderate her position on specific issues. Catholics need to pray for social justice candidates who can have the same impact. That means either an Eisenhower Republican or a Pro-life Democrat. https://goo.gl/KNAc7A",0,1
"Yes women are such holy humans who would NEVER say anything rude or vile it must be all the filthy men who bought 80 million copies of 50 shades of gray and all the quote romantic novels! ever read any of that trash? You probably can't even put a number on all the delicate flowers who wave their crotch in the air for millions of men to fling dollar bills at every night. And the thousands of them who parade across the tv screen looking for their baby daddy cause they lost track of who they slept with yes in a country with such high moral fiber I'm aghast nay I say flabbergasted that such language abounds in our great country! Thank god we have the champion of morality the hildabeast an her fateful steed Wild willy a man who not only talks the talk but actually rapes women!1 victim maybe not true multiple,pattern of abuse an she defends it Seriously women who support the vile clintons should seek therapy trumps a fool but he's not a rapist I would vote for a drunkin monkey over billary",0,1
"Well of course you can't produce a video link of Trump according to you ""standing behind Clinton, giving her the finger, and making humping movements"" because none ever existed. What amazes me so is when those who tell lies are caught red handed lying and yet are stupid enough to double down on the first lie with more lies or some other such nonsense. 

I'm betting psychologist will coin a new medical terminology for compulsive lying and call it the Hillary Syndrome.",0,1
"You're too much! They are looking askance at Trump, who occupied the left side of the stage as seen by the audience.  Chelsea is staring fixedly at The Donald as if he has a horn growing out of his forehead, Bill is giving Trump a sideways look, as if thinking ""Is this guy for real?""

Is PJ Media the kind of trash you waste your time on?",0,1
"Trump has certainly mongered a huge amount of HATE - just like Palin - eh? 
Seems that's all his supporters have on their minds.
They intersperse the HATE word in almost everything about almost everyone.
That's not just pathetic.
It's not just deplorable.
It is dangerous.

I'M WITH HER",0,1
"Reading those supermarket trash periodicals doesn't count as reliable source material.  You simply repeat rumor, innuendo and conspiracy theory.  You can change.....there is still time!",0,1
"The GOP seems to be the party of white, male, sexual assault.",0,1
"Take another look and viewing of tRump's comments, Deal.  But ya gotta pull your head out first.  The analysts have it correct.  tRump is bragging about how he likes to grope and rape women anyway he can get them; even buying a married woman furniture.  I can picture tRump dragging that married woman over to the bedroom furniture and giving her a one arm toss, watch her bounce, and then he pounces and doesn't even care if anyone's watching.  That's how sickopath tRump is.",0,1
Let's face facts.  trump is a creepy rapist and always has been.  That's the truth and we all know it.,0,1
"To be precise she said that Bernie's supports are ""a bucket of losers""",0,1
"Wow, what a lot of hateful people.  Does anyone have any suggestions without all the venom?",0,1
"All right mother sticker, this is a f**k up!",0,1
"Did you ever Listen to LBJ's comments. That was one foul,nasty old man. Check out what ""Mr.Great Society"" said regarding blacks when he backed the 1964 Civil Rights act.  Incidently, that passed only because of republican backing.",0,1
"well, trump ignited the discussion on SEXUAL ASSAULT.

At least one good thing came from him being a pervert and a rapist.",0,1
"Well of course you can't produce a video link of Trump according to you ""standing behind Clinton, giving her the finger, and making humping movements"" because none ever existed. What amazes me so is when those who tell lies are caught red handed lying and yet are stupid enough to double down on the first lie with more lies or some other such nonsense. 

I'm betting psychologist will coin a new medical terminology for compulsive lying and call it the Hillary Syndrome.",0,1
I'm reasonably confident that I've paid one Helluva lot more taxes than some loser like you.,0,1
"Roland's was middling, your's is a much better.",0,1
I can't recall writing anything uncivil to Buster. I blame the trolls for blowing up my comments!,0,1
Murkowski you just lost 3 votes from the Norris family. You are a coward and I can not vote for a coward. You support Clinton if you don't support Trump!!! You make me sick!! I wont vote for Don Young if he does not come out in support of Trump.I would never vote for Sullivan no matter what! Now or ever!,0,1
"of course he admitted it...AFTER TAPES of his misdeeds were surfacing  didn't him say anything a couple of months ago.  he a sniveler.  talks himself up big and then blames everyone for his shortcomings...
 if he is what drives ""more americans (as opposed to who else can vote?)"" to vote , we are a truly pathetic society.",0,1
Hillary is a felon.,0,1
"That's quite an understatement, ask the Fairbanks Four, why breathing air in your Alaska State Trooper Outhouse is now a Capitol Offense. The Alaska State Poopers, where shit for brains, is a Alaska Attorney General's employment requirement.",0,1
"Yes, I agree.  If they consider the only two (nothing else has ever been reported) situations of Hillary's reactions to be vicious, they really are a bunch of wimps.  Narcissistic looneytoons is vicious?  Good heavens.",0,1
"Wow, quoting WikiLeaks. How about if I quote Breitbart. ""Women on birth control are fat and ugly."" True headline. And I'm not a Clinton fan btw.",0,1
"Icon:  Thank you....I find myself in a quandary:  I really try to be fair to people and to give them ""the benefit of the doubt.""  However, Trump is so extreme, so unprepared to ever be President, and, let's face it, such a deplorable person, that I can't ignore him.  It's, IMO, a national tragedy that such a man could be the nominee of a major political party for President.  I realize Trump ""knows no shame.""...I understand that.  But, I hope the GOP feels the shame for their action. regards, Gary",0,1
"Hawaii: Cheapest, most mediocre politicians money can buy.",0,1
Start cutting off body parts until they talk. Time to stop tolerating this sort of nonsense.,0,1
"I'm thinking shakedown.   In Democrat administrations, they offer a consent decree, which is  usually taken, and if you don't take it, they release the complainant to sue.   So, a jury trial before twelve morons with driver's licenses or write a check for a few hundred thousand dollars of other people's money.    A Trooper could not have been in a coercive relationship with an AAG, she far out-ranked him.  So, maybe he was being stupid and chasing her, something Troopers have been known to do, but she had the power in that relationship.   There is something we don't know, because as a general matter one phone call from the AG to the Commissioner of DPS, and that Trooper is walking the beat in St. Mary's or Aniak.",0,1
"American voters opted to loath Bill Clinton's womanizing, but as far as we know he didn't rape any of his participants.  What the voters loathed even more was the Republicans in Congress hypocrisy:  Henry Hyde and his ""youthful indiscretions,"" at the ripe old age of 55, Newt Gingrich cheating on his cancer stricken wife while she laid in the hospital fighting for her life, and his second wife recently left him for the same reason.  And let's not forget former House speaker, Dennis Hastert who repeatedly raped a teenage boy and wound up funneling $1 million + to the now adult male.  Hastert wasn't prosecuted for his past raping behavior.  This guy was two steps away from the White House for gawd sakes.  I don't condone any elected officials infidelity behavior, man or woman. tRump has been exposed BEFORE he tries to set foot in the White House.  Can you imagine tRump trying to grab Princess Kate Middleton's genitals all because tRump thinks she's a beauty that he can't resist?",0,1
"What ""little tidbit?""  When you are grabbed by the genitals without warning by a sexual predator that is not ""permitting"" anything.   ""According to legal documents, Trump has been accused of raping a 13-year-old child, raping his ex-wife, and attempting to rape a former business associate. He vehemently denies all of these accusations—and it should be noted anyone can file a civil complaint in court, and a complaint is by no means proof of allegations. That being said, the accusations are chilling...The first and most famous accusation comes from Trump’s ex-wife Ivana Trump. During a deposition in the ’90s, Ivana described a harrowing scene in which Trump held her arms back, pulled at her hair, and raped her in a fit of rage. She herself used the word “rape.”....""  then there's the 1997 lawsuit  filed by Jill Harth for unwelcome sexual advances and ""attempted rape""...the 3rd lawsuit was filed this year, wherein a woman claims she was raped by Trump when she was 13 years old.  Fusion.",0,1
You are a sick individual,0,1
"Reminds me of the line from ""Hoosiers""


""Look mister...there's two kinds of dumb""",0,1
"So, the Donald saw a twofer - a business opportunity with pretty young women attached, and a pair of suckers to take to the cleaners.  Trump pulled it off - taking candy from a baby.  So, let's blame the feckless, ill-starred entrepreneurs, right?  The clay pots drifting downstream alongside the cast-iron Dutch oven, who is looking for a little additional flotation, right? Get close, and the clay pots are broken.  That is what happened.  This was minor entertainment for The Donald, New York City's biggest trash-sifter.  Who cares about the Little People, right?

If you vote for Trump, you're either a loser, or a Big Shot Player.  Which are you, folks?",0,1
"Thank you. We see more words that are very inappropriate, but I do notice he is talking about woman involved with BC and HRC said even worse about them. Are you okay with what she said but find fault with his words? Just asking James, I certainly would not want you to sound like a hypocrite.",0,1
"You must admit, sometimes humor can be found at the implosion of this country as disgusting as it is and so easily avoidable. I know some and an Apache in particular that is probably LHAO. The division is extraordinary isn't it? It's like a reality show.. Good v. Evil lol! All of it was conducted and directed by a third party. People are easily influenced, even when they know they're wrong. Too many injuns and not enough Chiefs, chaos ensues. Still I'm dumbfounded on this sex stupidity when the internet domain system was stolen from the the US last week and Russia is moving nukes to EU, all any of these boys want to do is jump on the woman hating bandwagon. I think it is a wide open display of how actually pathetic they are, obsessed with sex lol!!! No control, they all need a good spanking.",0,1
"Good to know that the Alaska Republican Party officially condones racism, anti- Muslim and anti-Mexican statements, and misogynistic statements- including lots of disgusting comments about women before the so -called ""locker room tapes"" became public. 

Good luck with that.",0,1
"Hitler and the Nazis wanted change too, you nitwit. 
Take a klonopin, better yet, take an entire bottle.",0,1
"Seriously lol!! I can't stop laughing, you can't make this stuff up. Where is Triumph the insulting dog when we need him?",0,1
Obviously you forgot about clinton the rapist. There i reminded you,0,1
"no. What I'm telling you is ... I want my check. I told the state how to fix the budget for free. What? do you think I'm going to keep bailing out these people for nothing. That is $100 million in savings up front; which includes my cut. I was in a meeting with the city when they first started discussing the new plant and told them then the cost... I'm very creditable .. just like I said in April, oil will be $55 per barrel by the end of the summer..damn close! I do my homework before I open my mouth.",0,1
You know it's the democrats in the state raping ladies and sexually assaulting children right? Or are you just typing BS to kill time?,0,1
I just love reading the Con man's suckers excuses; they all wish they were Trump and got the hot girls.,0,1
"I've complained to you several times over the past year that the only criticism of Trump by you that I had read was that you didn't ""like"" him, yet you devote acres of commentary to smears against Hillary and Bill Clinton. You never denied it. Banking on the probability that not one person will be interested in  combing through your oeuvre?

It's been obvious all along that Trump is a degenerate know-nothing.",0,1
I know it doesn't seem like enough but believe me he is going to have a special empathy for rape victims after his 4 year stint as a shower whore is finished  :  (,0,1
nip this one in the bud; shoot him.,0,1
Trumps sexual assaults are only irrelevant to you because he's a Republican.,0,1
"You're voting for Hillary, I could easily say the same about you.  You are choosing to vote for a corrupt, pay for play, enrich her friends crook.  So you are putting party over country.

No quite the opposite. I believe my party is better for America than the other party. So even with a crappy candidate, I am better off than voting for an EQUALLY crappy candidate of the other party.

As to your other comments, Bill Clinton's and Trumps sexual behavior cancel each other out. Either vote puts a sexual predator in the Whitehouse.  You are the hypocrite to pretend that Trump's is worse than Bill's.  And please don't give me this B.S. about Bills not running.",0,1
He is an embarrassment. The only thing worse is Clinton.,0,1
"What's race have to do with it??? How about before you comment under each and every Civil Beat Hawaii Inquirer article, you ask yourself if you even know what you're talking about? Your comments are IGNORANT and annoying. You purport to know everything about anything but it's evident you really don't know much.",0,1
"Goodness, you're shameless...

Lisa is in full support of Grassley's obstructionism.

“Today the President exercised his constitutional authority to nominate an individual to fill the vacancy on the Supreme Court left by the passing of Justice Antonin Scalia. However, given the timing of this vacancy, in the middle of a Presidential election and in an increasingly toxic political environment, I had urged the President to refrain from naming a nominee...""

https://www.murkowski.senate.gov/press/release/murkowski-statement-on-us-supreme-court-nominee",0,1
"Enough with the phony, self righteous outrage! Bunch of wannabe professional victims, eat a bowl of dicks sweetheart!",0,1
I think it's men who've become sensitive. I was raised to punch a guy in the mouth for disrespecting me. These women exercised restraint. I think they should be applauded. Men don't realize how easy they have it these days. It is the men who've become feminized. :),0,1
"Yeah, it's pretty pathetic, isn't it? Much ado about nothing.",0,1
"You are 100% correct!   We need to stop wasting tax payer money on emergency services for people who can't see past I, MY, & ME.  Since adverse weather conditions are just too much of an inconvenience we need to let these people ""freely"" demonstrate their arrogance/stupidity and allow nature to cull the herd.  
Like Trump I'm saying just exactly what I'm thinking.",0,1
"If the word 'tweet' was not meant for The Orange One then it wasn't meant for anyone. Today I read a tweet by TOO: ""I’m not proud of my locker room talk. But this world has serious problems. We need serious leaders. #debate #BigLeagueTruth""  Now if that isn't about the most ironically stupid thought I don't know what is.",0,1
shall we talk stats or are you just happy to shoot your mouth off???,0,1
"I think what we're seeing is a bunch of Rino's stampeding backwards after a vicious backlash from the public.  This narrative about how Trumps ""locker room"" comment is so much worse than the actually rapist Bill Clinton and his enabler Hillary has fallen flat on it's face.",0,1
trump IS and ALWAYS HAS BEEN a sexual predator.,0,1
"Grew up on a subsistence ranch. Raised our own cows, sheep, chickens. Dispatched humanely and fed our family and neighbors. No f***n welfare checks. Keep your ramen; it's gross.",0,1
"Better yet, a black woman married to another woman...  The epitome of power and clout.",0,1
Somebody knows who took those houses. We need a GoFundMe for a reward for the person who drops a dime on the cowards that stole them.,0,1
"Mary55, what you and so many others on this board fail to realize is that this is not just about the words spoken by the man. What he said reflects an imbalance of power by which (some) males feel entitled to treat women like pretty playthings. This was an assertion of control over her appearance. It's the same reason that Trump's use of the word ""pussy"" is outrageous not because of the profanity but because he diminished and demeaned all women when he said it. With all due respect, you are flat out wrong: it does NOT go both ways.",0,1
"Yes but it was her power and right as an employee...not a citizen of the U.S. was my point. And even without that capacity to kick an unruly inappropriate jerk...a woman scourned can unleash fury of unimaginable magnitude. That is what i  was driving towards, woman have a very elaborate method of using force with words in a professional manner, and this method, i think that would would have had a more impactful message to the jerk, bystanders, and herself. She didn't NEED the airline to oust him. I gaurantee she could have put words in the air that would have made him stare at the floor the entire flight in shame. Because he was ousted instead, he will be more likely to do it again in spite. I'm a man, and i can attest we are stubborn. We're not all jerks though.",0,1
"It's time for Governor Walker to drive a stake through this ridiculous project that will only benefit a bunch of contractors and the Kensington Mine.  If DOT was serious about a road out of Juneau, they would instead be investigating a route up the Taku River to Atlin, BC.  Instead of 30 miles of granite cliffs with 34 avalanche chutes, the Taku route's only challenge can be easily won by building a floating bridge in the river, the type of project already successfully built in Washington state.  Time to kill all the boondoggle mega-projects!",0,1
"Why don't you get some facts? They're free for the taking and never change.  Could you be any more ignorant? Do you understand that when a judge assigns an attorney to a pro bono case the attorney can ask the judge--as Clinton did in the rape case-- to be taken off the case, but if the judge says no--as happened in the rape case--then the attorney must take the case and must defend the cluentvto the best of his or her ability? I could go on and on dissecting your ignorant, lazy statements but it's your job to educate yourself.  I am so sick of the stupidity of Trump supporters.",0,1
"Walker did kill the project.  Someone needs to find out what happened between then and now.  Walker has changed his mind on everything.

He was either a corrupt liar when running or he has been blackmailed, brainwashed, drugged, replaced by a clone...or as Charles Wohlforth's suggests ""But there's a mysterious virus in the Governor's Mansion that induces big dreams""  Body Snatchers?

I don't know what is going on but this is not the person I voted for.",0,1
"They got paid to spread lies , Timing is everything is corupt politics.",0,1
"It is a great thing, Jennifer, to teach young women that they are powerful, strong, and, in multifaceted ways, beautiful. But it must be difficult to do this important mission in a Catholic school when the Church hierarchy and their idiotic laws themselves conspire against that message in the ways that count most: in action, policy, and opportunity. I'm sure you and the young women you teach rail daily against the Church's nice words that go nowhere—go nowhere with a vengeance.",0,1
"I'm just repeating the Mantra of the liberal apologists and President Obama as he releases hundreds of Federal felons.

They aren't really criminals; they're only convicted Felons because they are black.",0,1
It's always reaffirming to note the intrinsic genocidal tendency and mindset of modern conservatives.,0,1
"Anyway way you slice it, they're still both embarrassing buffoons.",0,1
All the complaing on here is pathetic. Alaskans dont vote unless they can get money somehow and the poll numbers prove that. All they like to do is take the easy way out and complain online.,0,1
I wonder when the prime minister was a bouncer if he didn't say something stupid about women but wasn't caught on tape.,0,1
"Well, L.B., if you seek an airlines that welcomes loutish men unable to refrain from interfering with female flight attendants, perhaps there are still a few in the Middle East (but not El-Al).  Qantas, however, has the same approach as Alaska Airlines regarding arrogant jerks with no self-control.",0,1
Castrate this guy.,0,1
"Only $10,000 bail for someone with multiple previous convictions and history of sexual abuse of a minor??",0,1
"I think we should let that hammer wielding fellow out of jail, put him on the payroll and this scumbag can be his first ""client""",0,1
